Created as New Dataset;
cm-1;%T
1848,00;99,19
1846,00;99,19
1844,00;99,20
1842,00;99,20
1840,00;99,21
1838,00;99,21
1836,00;99,22
1834,00;99,22
1832,00;99,22
1830,00;99,22
1828,00;99,22
1826,00;99,22
1824,00;99,22
1822,00;99,21
1820,00;99,21
1818,00;99,20
1816,00;99,20
1814,00;99,20
1812,00;99,20
1810,00;99,20
1808,00;99,20
1806,00;99,21
1804,00;99,22
1802,00;99,23
1800,00;99,24
1798,00;99,26
1796,00;99,28
1794,00;99,30
1792,00;99,33
1790,00;99,36
1788,00;99,39
1786,00;99,42
1784,00;99,46
1782,00;99,51
1780,00;99,56
1778,00;99,61
1776,00;99,67
1774,00;99,73
1772,00;99,79
1770,00;99,85
1768,00;99,92
1766,00;99,98
1764,00;100,05
1762,00;100,11
1760,00;100,17
1758,00;100,23
1756,00;100,29
1754,00;100,35
1752,00;100,40
1750,00;100,45
1748,00;100,49
1746,00;100,52
1744,00;100,55
1742,00;100,57
1740,00;100,58
1738,00;100,57
1736,00;100,56
1734,00;100,54
1732,00;100,51
1730,00;100,46
1728,00;100,41
1726,00;100,35
1724,00;100,29
1722,00;100,21
1720,00;100,14
1718,00;100,05
1716,00;99,97
1714,00;99,88
1712,00;99,79
1710,00;99,71
1708,00;99,62
1706,00;99,54
1704,00;99,46
1702,00;99,39
1700,00;99,32
1698,00;99,27
1696,00;99,21
1694,00;99,17
1692,00;99,14
1690,00;99,11
1688,00;99,09
1686,00;99,07
1684,00;99,06
1682,00;99,06
1680,00;99,05
1678,00;99,05
1676,00;99,05
1674,00;99,05
1672,00;99,05
1670,00;99,05
1668,00;99,05
1666,00;99,05
1664,00;99,04
1662,00;99,04
1660,00;99,03
1658,00;99,02
1656,00;99,02
1654,00;99,01
1652,00;99,01
1650,00;99,01
1648,00;99,01
1646,00;99,01
1644,00;99,01
1642,00;99,01
1640,00;99,01
1638,00;99,01
1636,00;99,01
1634,00;99,02
1632,00;99,02
1630,00;99,02
1628,00;99,01
1626,00;99,01
1624,00;99,01
1622,00;99,01
1620,00;99,01
1618,00;99,01
1616,00;99,02
1614,00;99,02
1612,00;99,03
1610,00;99,03
1608,00;99,04
1606,00;99,04
1604,00;99,04
1602,00;99,05
1600,00;99,04
1598,00;99,04
1596,00;99,04
1594,00;99,03
1592,00;99,02
1590,00;99,01
1588,00;99,00
1586,00;98,99
1584,00;98,99
1582,00;98,98
1580,00;98,98
1578,00;98,98
1576,00;98,98
1574,00;98,98
1572,00;98,98
1570,00;98,99
1568,00;99,00
1566,00;99,00
1564,00;99,01
1562,00;99,01
1560,00;99,01
1558,00;99,01
1556,00;99,00
1554,00;98,99
1552,00;98,97
1550,00;98,95
1548,00;98,92
1546,00;98,90
1544,00;98,87
1542,00;98,84
1540,00;98,80
1538,00;98,77
1536,00;98,74
1534,00;98,71
1532,00;98,68
1530,00;98,66
1528,00;98,63
1526,00;98,62
1524,00;98,60
1522,00;98,59
1520,00;98,58
1518,00;98,58
1516,00;98,58
1514,00;98,58
1512,00;98,58
1510,00;98,58
1508,00;98,57
1506,00;98,57
1504,00;98,56
1502,00;98,55
1500,00;98,53
1498,00;98,51
1496,00;98,49
1494,00;98,46
1492,00;98,44
1490,00;98,41
1488,00;98,38
1486,00;98,35
1484,00;98,32
1482,00;98,29
1480,00;98,26
1478,00;98,23
1476,00;98,21
1474,00;98,18
1472,00;98,15
1470,00;98,13
1468,00;98,10
1466,00;98,07
1464,00;98,04
1462,00;98,01
1460,00;97,97
1458,00;97,93
1456,00;97,89
1454,00;97,85
1452,00;97,81
1450,00;97,76
1448,00;97,71
1446,00;97,66
1444,00;97,60
1442,00;97,55
1440,00;97,49
1438,00;97,43
1436,00;97,37
1434,00;97,31
1432,00;97,25
1430,00;97,19
1428,00;97,13
1426,00;97,07
1424,00;97,01
1422,00;96,95
1420,00;96,90
1418,00;96,85
1416,00;96,80
1414,00;96,76
1412,00;96,73
1410,00;96,70
1408,00;96,68
